# depth_nm	scan	16O-	18O-	Si-	WO3-	f18 = 18O-/(16O-+18O-)	O_over_W = (16O-+18O-)/WO3-	16O-_over_WO3-
0	0	499.662	1.00003	12.0044	4.00073	0.00199741	125.143	124.893
0.650906	1	2173.49	4.00049	158.786	0	0.0018372	0	0
1.30181	2	2760.51	4.00049	838.809	1.00009	0.00144709	2764.26	2760.26
1.95272	3	2146.49	2.00012	1682.89	0	0.000930945	0	0
2.60362	4	1527.66	4.00049	2195.79	0	0.00261186	0	0
3.25453	5	1116.95	3.00027	2364.23	0	0.00267894	0	0
3.90543	6	734.758	1.00003	2476.23	0	0.00135918	0	0
4.55634	7	625.307	0	2622.57	1.00003	0	625.287	625.287
5.20725	8	547.167	2.00012	2545.99	0	0.0036421	0	0
5.85815	9	462.495	2.00012	2668.37	0	0.00430602	0	0
6.50906	10	379.382	2.00012	2550.16	0	0.00524441	0	0
7.15996	11	375.311	0	2656.52	0	0	0	0
7.81087	12	336.472	0	2631.63	0	0	0	0
8.46177	13	320.206	1.00003	2706.08	0	0.00311337	0	0
9.11268	14	268.232	1.00003	2574.43	0	0.00371438	0	0
9.76359	15	257.05	1.00003	2675.1	0	0.00387534	0	0
10.4145	16	247.957	0	2626.75	0	0	0	0
11.0654	17	244.88	0	2618.73	1.00003	0	244.873	244.873
11.7163	18	226.573	1.00003	2695.97	0	0.00439432	0	0
12.3672	19	250.958	0	2625.96	0	0	0	0
13.0181	20	222.586	0	2693.44	0	0	0	0
13.669	21	215.45	0	2620.23	0	0	0	0
14.3199	22	197.218	0	2698.06	0	0	0	0
14.9708	23	202.268	0	2614.2	0	0	0	0
15.6217	24	218.477	0	2600.9	1.00003	0	218.47	218.47
16.2726	25	229.658	0	2684.4	1.00003	0	229.651	229.651
16.9235	26	203.281	1.00003	2721.9	0	0.00489538	0	0
17.5745	27	203.264	0	2724.63	0	0	0	0
18.2254	28	214.397	1.00003	2707.7	0	0.00464274	0	0
18.8763	29	242.79	0	2654.06	0	0	0	0
19.5272	30	193.158	0	2764.55	0	0	0	0
20.1781	31	242.805	1.00003	2701.26	0	0.00410176	0	0
20.829	32	221.531	0	2870.61	1.00003	0	221.524	221.524
21.4799	33	228.629	0	2830.2	0	0	0	0
22.1308	34	226.573	1.00003	2761.86	2.00012	0.00439432	113.78	113.28
22.7817	35	226.587	0	2730.9	0	0	0	0
23.4326	36	219.504	1.00003	2763.53	0	0.00453521	0	0
24.0835	37	223.586	1.00003	2738.02	0	0.00445276	0	0
24.7344	38	218.45	0	2727.38	0	0	0	0
25.3853	39	209.357	0	2608.43	0	0	0	0
26.0362	40	270.265	1.00003	2086.82	11.0044	0.00368654	24.6507	24.5598
26.6871	41	488.232	2.00012	1610.88	15.0069	0.00407995	32.6672	32.5339
27.338	42	988.585	5.00076	1157.49	34.0353	0.00503304	29.1928	29.0459
27.9889	43	1864.95	3.00027	854.297	133.559	0.00160619	13.9859	13.9635
28.6399	44	3191.57	7.0015	664.726	448.373	0.00218894	7.13374	7.11813
29.2908	45	5271.38	29.0257	524.43	1267.07	0.00547612	4.18319	4.16028
29.9417	46	7405.09	40.0489	300.818	2841.38	0.0053792	2.62026	2.60616
30.8402	47	8508.82	44.0592	212.397	5299.1	0.00515138	1.61403	1.60571
31.7632	48	8552	55.0959	152.709	7855.42	0.00640122	1.09569	1.08868
32.6861	49	8206.99	51.0827	91.2704	9286.67	0.00618579	0.889239	0.883738
33.6091	50	7509.17	47.0675	66.1373	9992.07	0.00622897	0.756223	0.751513
34.532	51	6393.39	47.0675	50.0795	9722.14	0.0073081	0.662453	0.657612
35.455	52	5348.22	39.0489	51.0827	8859.01	0.00724836	0.608112	0.603704
36.3779	53	4742.81	38.0441	41.0514	7913.18	0.00795759	0.604164	0.599357
37.3009	54	4333.17	29.0257	39.0513	7463.33	0.00665392	0.584484	0.580595
38.2238	55	3968.96	34.0353	39.0465	6971.22	0.00850247	0.574217	0.569335
39.1468	56	3852.5	16.0078	43.0565	6716.49	0.00413798	0.575972	0.573589
40.0697	57	3833.71	34.0353	31.0294	6619.4	0.00879978	0.584306	0.579164
40.9927	58	3728.52	41.0514	26.0207	6549.88	0.0108902	0.575517	0.56925
41.9156	59	3641.97	81.2009	29.0275	6554.85	0.0218096	0.568003	0.555616
42.8386	60	3602.26	135.559	37.0418	6205.86	0.0362669	0.602305	0.580461
43.7615	61	3469.81	202.243	18.0099	6098.95	0.0550764	0.602079	0.568918
44.6845	62	3322.86	334.451	26.0207	5830	0.0914473	0.627326	0.569959
45.6074	63	3260.9	426.53	31.0294	5747.8	0.115671	0.641537	0.567329
46.5304	64	3183.77	509.946	24.0176	5769.54	0.138058	0.64021	0.551824
47.4534	65	3175.47	551.407	15.0069	5537.81	0.147954	0.672988	0.573417
48.3763	66	3185.98	558.478	20.0122	5515.5	0.149148	0.678898	0.577642
49.2993	67	3258.86	586.515	28.024	5593.27	0.152525	0.6875	0.58264
50.2222	68	3107.44	626.996	16.0078	5543.81	0.167896	0.673622	0.560524
51.1452	69	3069.85	580.332	21.0135	5444.14	0.158987	0.670478	0.56388
52.0681	70	3183.12	633.39	21.0135	5532.73	0.16596	0.689807	0.575326
52.9911	71	3195.26	633.272	24.0176	5517.33	0.165408	0.693911	0.579133
53.914	72	3246.78	652.998	13.006	5493.58	0.167445	0.709878	0.591013
54.837	73	3283.9	612.453	12.0044	5485.86	0.157186	0.710253	0.598611
55.7599	74	3167.97	627.152	16.0078	5443.15	0.165252	0.697229	0.582011
56.6829	75	3162.9	600.885	15.0069	5471.9	0.159649	0.687839	0.578026
57.6058	76	3251.44	561.653	15.0069	5471.69	0.147296	0.696878	0.594231
58.5288	77	3187.06	473.873	14.006	5711.04	0.12944	0.641027	0.558053
59.4517	78	3417.15	429.689	10.0031	5877.77	0.111699	0.654471	0.581367
60.3747	79	3524.79	286.543	14.006	5982.75	0.075182	0.637053	0.589158
61.2976	80	3679.79	169.888	11.0037	6256.29	0.0441305	0.615328	0.588174
62.2206	81	3724.47	131.527	6.0011	6179.27	0.0341096	0.624021	0.602736
63.1435	82	3651.97	83.2109	10.0031	6147.64	0.0222776	0.60758	0.594044
64.0665	83	3722.23	52.0859	12.0044	6320.87	0.0138001	0.59712	0.58888
64.9894	84	3654.98	62.1176	17.0088	6348.76	0.0167113	0.585485	0.575701
65.9124	85	3686.3	47.0733	16.0088	6194.59	0.0126088	0.602682	0.595083
66.8353	86	3661.49	54.0892	9.00247	6301.03	0.0145574	0.589678	0.581094
67.7583	87	3768.72	35.0374	10.0031	6235.26	0.00921128	0.610039	0.60442
