# depth_nm	scan	16O-	18O-	Si-	WO3-	f18 = 18O-/(16O-+18O-)	O_over_W = (16O-+18O-)/WO3-	16O-_over_WO3-
63.3079	90	3301.27	90.2481	0	4402.24	0.0266099	0.770408	0.749907
64.0886	91	3311.95	62.1214	0	4452.66	0.0184114	0.757765	0.743814
64.8694	92	3181.41	39.0513	0	4433.65	0.012126	0.726367	0.717559
65.6501	93	3217.85	30.0275	0	4412.67	0.00924527	0.736035	0.72923
66.4309	94	3307.27	18.0099	0	4452.84	0.00541606	0.746776	0.742732
67.2116	95	3290.69	18.0099	0	4450.63	0.0054432	0.743423	0.739377
67.9923	96	3295.69	21.0135	0	4476.35	0.00633566	0.740939	0.736244
68.7731	97	3198.8	15.0069	0	4359.56	0.0046695	0.737186	0.733744
69.5538	98	3274.99	23.0162	0	4332.46	0.0069788	0.761232	0.75592
70.3346	99	3362.07	14.0068	0	4447.04	0.00414885	0.759175	0.756026
71.1153	100	3291.91	10.0031	0	4404.29	0.00302947	0.749704	0.747433
71.8961	101	3502.11	16.0078	0	4206.77	0.00455011	0.836299	0.832494
72.6768	102	3813.84	24.0186	3.00027	3980.01	0.00625833	0.964283	0.958249
73.4576	103	4306.86	10.0031	14.006	3330.67	0.0023172	1.29609	1.29309
74.2383	104	4662.61	27.0223	35.0374	2700.88	0.00576213	1.73634	1.72633
75.0191	105	5213.87	19.011	68.1498	2074.19	0.003633	2.52286	2.51369
75.7998	106	5373.68	14.006	188.098	1371.82	0.00259963	3.92741	3.9172
76.5806	107	4968.36	20.0122	323.226	827.155	0.00401177	6.03076	6.00657
77.3613	108	4078.32	13.0052	525.496	440.023	0.00317872	9.29798	9.26842
78.1421	109	2858.89	11.0037	634.43	260.165	0.00383418	11.0311	10.9888
78.9228	110	1904.5	7.00192	672.871	133.551	0.00366305	14.3129	14.2605
79.7036	111	1236.06	4.00049	741.986	73.1676	0.00322605	16.9482	16.8935
80.4843	112	746.042	5.00076	672.787	26.0254	0.00665843	28.858	28.6659
81.2651	113	470.871	4.00049	730.527	23.0176	0.00842436	20.6308	20.457
