# depth_nm	scan	16OCs2+	18OCs2+	SiCs+	WCs+	f18 = 18OCs2+/(16OCs2++18OCs2+)	O_over_W = (16OCs2++18OCs2+)/WCs+	16OCs2+_over_WCs+
32.5168	42	7114.8	42.0282	74.0896	520.138	0.00587246	13.7595	13.6787
33.3285	43	6702.01	43.0309	31.0147	548.651	0.00637963	12.2939	12.2154
34.1401	44	6595.9	57.0496	16.0044	571.98	0.00857509	11.6314	11.5317
34.9518	45	6745.36	63.0606	10.0015	639.214	0.00926215	10.6512	10.5526
35.7635	46	6454.51	54.0462	10.0023	667.758	0.00830387	9.74688	9.66595
36.5751	47	6253.12	53.0429	4.00037	650.573	0.00841129	9.69324	9.61171
37.3868	48	6141.53	52.0413	6.00055	682.133	0.00840248	9.07971	9.00342
38.1984	49	5883.97	67.0706	2.00012	730.163	0.0112704	8.15029	8.05843
39.0101	50	5757.51	106.172	5.00038	761.81	0.0181067	7.69703	7.55766
39.8218	51	5548.69	193.577	0	742.391	0.0337108	7.73483	7.47408
40.6334	52	5257.28	315.572	3.00014	759.763	0.0566267	7.33499	6.91963
41.4451	53	5052.38	574.051	4.00024	840.745	0.102028	6.6922	6.00941
42.2568	54	4466.11	890.129	2.00006	777.215	0.166185	6.89158	5.7463
43.0684	55	4078.28	1234.1	2.00006	854.113	0.232306	6.21977	4.77488
43.8801	56	3701.11	1605.06	1.00002	797.679	0.302489	6.65202	4.63985
44.6917	57	3423.01	2051.18	2.00006	769.976	0.374701	7.10957	4.44561
45.5034	58	3047.78	2261.12	1.00002	912.647	0.425911	5.81703	3.33949
46.3151	59	2847.92	2346.01	0	843.771	0.451684	6.15561	3.37522
47.1267	60	2663.7	2498.38	0	810.978	0.483987	6.36526	3.28456
47.9384	61	2717.16	2551	1.00002	872.541	0.484229	6.03772	3.11408
48.7501	62	2790.87	2500.22	0	807.903	0.472534	6.54918	3.45447
49.5617	63	2759.83	2491.83	1.00002	837.641	0.474484	6.26959	3.29477
50.3734	64	2645.52	2523.14	3.00014	793.556	0.488161	6.51329	3.33375
51.185	65	2715.25	2638.85	0	886.95	0.492865	6.03653	3.06133
51.9967	66	2672.31	2594.43	1.00002	834.563	0.492607	6.31077	3.20204
52.8084	67	2650.69	2516.42	2.00012	833.537	0.487007	6.19901	3.18005
53.62	68	2708.61	2709.9	0	880.731	0.500119	6.15229	3.07541
54.4317	69	2801.48	2568.62	3.00014	853.033	0.478319	6.2953	3.28414
55.2434	70	2858.37	2381.06	1.00002	810.978	0.45445	6.46064	3.5246
56.055	71	2903.51	2266.97	1.00002	792.507	0.438445	6.52422	3.66371
56.8667	72	3308.18	2074.49	1.00002	817.103	0.385401	6.5875	4.04867
57.6783	73	3560.32	1790.18	2.00012	844.823	0.334582	6.33328	4.21428
58.49	74	3802.42	1416.43	3.00014	822.256	0.271406	6.34699	4.62438
59.3017	75	4227.15	1004.26	4.00024	862.272	0.191968	6.06701	4.90233
60.1133	76	4575.62	717.827	0	785.36	0.135607	6.74015	5.82614
60.925	77	4807.85	417.689	5.00069	814.028	0.0799322	6.41936	5.90625
61.7367	78	4988.24	248.974	1.00011	847.902	0.0475393	6.17668	5.88304
62.5483	79	5070.89	139.3	1.00005	858.166	0.0267361	6.07131	5.90899
63.36	80	5111.79	71.0792	3.00023	897.226	0.0137143	5.77655	5.69733
64.1716	81	5167.16	53.0445	1.00002	824.332	0.0101614	6.33265	6.2683
64.9833	82	5073.06	37.0209	0	874.622	0.00724468	5.84262	5.80029
65.795	83	5189.37	23.0081	2.00006	900.282	0.00441412	5.78972	5.76416
66.6066	84	5065.05	19.0055	2.00006	808.953	0.00373826	6.28474	6.26125
67.4183	85	5209.82	15.0034	0	890.032	0.00287157	5.87037	5.85352
68.23	86	5141.55	17.0054	1.00008	879.758	0.00329655	5.8636	5.84428
69.0416	87	5089.58	10.0015	3.00014	928.075	0.00196124	5.49479	5.48402
69.8533	88	5153.42	13.003	9.00124	924.989	0.00251682	5.58539	5.57134
70.6649	89	5037.04	6.00055	27.0111	866.379	0.00118987	5.82082	5.8139
71.4766	90	4759.84	8.00098	52.0429	927.018	0.00167811	5.1432	5.13457
72.2883	91	4407.29	16.0039	171.458	916.784	0.0036181	4.82479	4.80734
73.0999	92	3983.41	9.00151	365.062	896.171	0.00225466	4.45497	4.44492
73.9116	93	3301.12	9.00124	916.817	878.677	0.0027193	3.76717	3.75692
74.7233	94	2828.92	6.00055	1590.21	755.67	0.00211665	3.75154	3.7436
75.5349	95	2308.58	3.00014	2420.91	628.999	0.00129787	3.67502	3.67025
76.3466	96	1756.29	3.00014	3387.73	498.792	0.00170531	3.5271	3.52108
77.1582	97	1562.72	3.00014	4102.08	364.037	0.00191613	4.30101	4.29277
77.9699	98	1199.7	1.00002	4965.63	269.113	0.000832863	4.46168	4.45796
78.7816	99	871.514	1.00002	5459.43	164.412	0.00114613	5.30688	5.3008
79.5932	100	618.806	3.00014	5778.86	142.309	0.00482487	4.36942	4.34834
80.4049	101	437.913	3.00014	6046.02	111.188	0.00680437	3.96546	3.93848
81.2166	102	301.382	2.00006	6047.17	90.1238	0.00659255	3.36628	3.34409
82.0282	103	211.682	2.00006	6020.57	47.035	0.00935997	4.54305	4.50052
82.8399	104	191.559	2.00006	5922.14	36.0198	0.0103331	5.37368	5.31816
83.6516	105	165.427	1.00002	5602.4	51.0397	0.00600873	3.26073	3.24114
84.4632	106	154.363	2.00006	5365.94	38.0221	0.0127911	4.11243	4.05983
85.2749	107	122.228	0	5293.01	24.0088	0	5.09095	5.09095
86.0865	108	122.228	1.00002	4831.87	25.0095	0.00811518	4.92723	4.88724
86.8982	109	105.169	0	4835.55	13.0026	0	8.08829	8.08829
87.7099	110	100.153	1.00002	4504.42	15.0034	0.00988617	6.74198	6.67533
88.5215	111	95.138	2.00006	4379.4	13.0026	0.0205899	7.47067	7.31685
89.3332	112	81.1003	1.00002	4257.72	15.0034	0.0121804	5.4721	5.40545
90.1449	113	69.0727	0	4111.02	9.00124	0	7.6737	7.6737
90.9565	114	60.055	0	3819.15	14.003	0	4.28873	4.28873
91.7682	115	82.1028	3.00014	3720.03	7.00075	0.0352531	12.1563	11.7277
92.5798	116	59.0532	0	3664.18	6.00055	0	9.8413	9.8413
93.3915	117	67.0686	0	3511.18	7.00075	0	9.5802	9.5802
94.2032	118	58.0514	0	3437.7	3.00014	0	19.3496	19.3496
95.0148	119	59.0532	0	3385.62	12.0022	0	4.9202	4.9202
95.8265	120	63.0606	0	3263.64	7.00075	0	9.0077	9.0077
96.6382	121	59.0532	1.00002	3193.42	4.00024	0.0166522	15.0124	14.7624
97.4498	122	46.0323	1.00002	3073.25	4.00024	0.0212623	11.7574	11.5074
98.2615	123	68.0707	0	3046.8	3.00014	0	22.6892	22.6892
