# depth_nm	scan	16O-	18O-	Si-	WO3-	f18 = 18O-/(16O-+18O-)	O_over_W = (16O-+18O-)/WO3-	16O-_over_WO3-
36.5142	55	4387.99	30.0275	28.024	6656.7	0.00679659	0.663695	0.659184
37.3015	56	4334.26	29.0257	14.006	6393.96	0.00665225	0.682408	0.677869
38.0888	57	4292.53	34.0374	14.006	6254.3	0.00786707	0.691775	0.686333
38.8761	58	4404.56	32.0313	11.0044	6289.15	0.0072198	0.705436	0.700343
39.6634	59	4469.17	41.0539	10.0037	6416.67	0.00910241	0.702891	0.696493
40.4507	60	4460.5	49.0734	13.0052	6062.86	0.0108821	0.743803	0.735709
41.238	61	4528.14	77.1815	17.0088	6250.46	0.0167592	0.736797	0.724448
42.0253	62	4465.07	128.503	15.0069	6075.85	0.0279744	0.756039	0.734889
42.8126	63	4111.38	210.357	8.00195	5693.15	0.0486743	0.759112	0.722163
43.5999	64	4075.37	376.358	11.0037	5469.17	0.0845421	0.813967	0.745153
44.3871	65	3850.71	467.61	6.0011	5334.93	0.108285	0.809442	0.721792
45.1744	66	3769.02	656.285	9.00247	5158.79	0.148303	0.857818	0.730601
45.9617	67	3672.02	746.088	4.00049	5135.16	0.168871	0.860365	0.715074
46.749	68	3446.54	860.622	10.0031	4748.15	0.199812	0.907124	0.72587
47.5363	69	3370.12	900.797	6.0011	4710.29	0.210914	0.906722	0.715482
48.3236	70	3428.49	952.38	8.00195	4687.31	0.217395	0.934624	0.731441
49.1109	71	3229.38	1025.69	5.00076	4640.95	0.241051	0.916853	0.695845
49.8982	72	3279.56	1003.41	6.0011	4452.73	0.234278	0.961872	0.736526
50.6855	73	3269.09	1000.21	8.00195	4558.48	0.23428	0.936564	0.717145
51.4728	74	3231.6	1002.32	5.00076	4563.01	0.236735	0.927879	0.708217
52.26	75	3244.9	999.089	8.00195	4430.41	0.235413	0.957922	0.732415
53.0473	76	3148.18	1008.91	5.00076	4550.27	0.242697	0.913592	0.691866
53.8346	77	3325.64	1002.47	3.00027	4513.74	0.231618	0.958875	0.736783
54.6219	78	3353.12	1043.26	4.00049	4468.7	0.2373	0.983817	0.750357
55.4092	79	3095.44	955.498	5.00076	4470.49	0.235871	0.906152	0.692417
56.1965	80	3239.11	993.999	1.00003	4368.4	0.234815	0.96903	0.741487
56.9838	81	3252.98	850.026	4.00049	4438.4	0.207171	0.924435	0.732919
57.7711	82	3287.67	838.492	3.00027	4627.36	0.203213	0.891688	0.710485
58.5584	83	3466.32	715.617	3.00027	4699.8	0.171121	0.889812	0.737547
59.3457	84	3470.86	631.153	8.00195	4965.37	0.153864	0.826124	0.699013
60.133	85	3879.14	441.961	3.00027	5161.89	0.10228	0.837116	0.751496
60.9202	86	3875.73	321.166	1.00003	5404.67	0.0765247	0.776531	0.717107
61.7075	87	4062.24	248.896	2.00012	5414.09	0.0577333	0.79628	0.750308
62.4948	88	4041.76	159.777	4.00049	5544.02	0.0380281	0.757849	0.72903
63.2821	89	4097.37	105.344	8.00195	5424.11	0.0250658	0.774822	0.7554
64.0694	90	4181.73	85.2213	1.00003	5684.41	0.0199724	0.750641	0.735649
64.8567	91	4218.97	70.15	3.00027	5615.83	0.0163553	0.763755	0.751264
65.644	92	4126.8	46.0647	6.0011	5458.06	0.0110391	0.764533	0.756093
66.4313	93	4209.79	34.0374	6.0011	5644.55	0.00802046	0.751844	0.745814
67.2186	94	4116.35	27.0223	1.00003	5592.62	0.00652181	0.740864	0.736032
68.0059	95	4134.09	26.0207	5.00076	5496.86	0.0062548	0.756816	0.752083
68.7931	96	4227.4	25.0206	2.00012	5606.91	0.00588385	0.758425	0.753963
69.5804	97	4110.81	23.0162	3.00027	5717.73	0.00556777	0.722983	0.718957
70.3677	98	4304.47	29.0257	5.00076	5470.51	0.00669798	0.792157	0.786851
71.155	99	4403.78	21.0135	3.00027	5629.18	0.00474903	0.786046	0.782313
71.9423	100	4620.5	34.0353	8.00195	5470.54	0.00731229	0.850837	0.844616
72.7296	101	4692.69	22.0161	5.00076	5129.14	0.00466967	0.919199	0.914907
73.5169	102	5406.67	28.0257	21.0135	4475.05	0.0051568	1.21444	1.20818
74.3042	103	6126.77	34.0353	35.0417	3534.38	0.00552449	1.74311	1.73348
75.0915	104	6640.99	26.0222	125.479	2598.29	0.00390313	2.56593	2.55591
75.8788	105	6947.36	37.0418	259.053	1780.59	0.00530351	3.92251	3.90171
76.6661	106	6346.08	26.0207	471.843	1082.31	0.00408353	5.88751	5.86347
77.4533	107	5443.17	23.0162	632.468	618.293	0.00421064	8.84077	8.80355
78.2406	108	3645.97	25.0206	795.474	338.578	0.00681577	10.8424	10.7685
79.0279	109	2518.14	11.0037	918.836	199.292	0.00435076	12.6906	12.6354
79.8152	110	1637.71	6.0011	997.276	120.456	0.00365094	13.6457	13.5959
80.6025	111	950.616	7.0015	997.402	78.1957	0.00731137	12.2464	12.1569
81.3898	112	650.957	6.0011	921.068	79.1959	0.00913468	8.29535	8.21958
82.1771	113	455.347	7.0015	986.895	53.0989	0.0151433	8.70731	8.57545
82.9644	114	311.028	3.00027	1039.8	45.0619	0.00955417	6.96881	6.90223
83.7517	115	234.673	1.00003	1133.95	39.0509	0.0042433	6.03501	6.0094
84.539	116	185.064	2.00012	1169.52	28.0273	0.0106922	6.67434	6.60298
85.3262	117	170.888	4.00049	1149.26	32.0313	0.0228745	5.45993	5.33504
86.1135	118	148.691	2.00012	1187.88	43.0626	0.013273	3.49935	3.4529
86.9008	119	137.576	1.00003	1379.8	31.0313	0.00721648	4.46569	4.43346
87.6881	120	140.619	2.00012	1507.93	25.0191	0.0140242	5.7004	5.62046
88.4754	121	127.518	1.00003	1474.52	27.0239	0.00778123	4.75572	4.71872
89.2627	122	131.543	1.00003	1535.85	27.0239	0.00754497	4.90464	4.86764
90.05	123	112.385	0	1605.08	26.0207	0	4.31905	4.31905
90.8373	124	109.383	2.00012	1668.5	20.0134	0.0179571	5.56543	5.46549
91.6246	125	114.405	2.00012	1696.99	25.0206	0.0171824	4.65239	4.57245
92.4119	126	120.442	1.00003	1812.67	16.0078	0.00823466	7.5864	7.52392
93.1992	127	113.391	3.00027	1763.19	15.0078	0.0257774	7.75542	7.55551
93.9864	128	124.487	0	1810.54	21.0148	0	5.92378	5.92378
94.7737	129	119.442	1.00003	1785.5	19.011	0.00830303	6.33536	6.28275
95.561	130	114.405	1.00003	1855.86	9.00247	0.00866536	12.8193	12.7082
96.3483	131	122.464	0	1966.08	12.0044	0	10.2016	10.2016
97.1356	132	124.479	2.00012	2006.36	10.0031	0.0158138	12.6441	12.4441
97.9229	133	119.434	1.00003	2018.47	14.006	0.00830354	8.59877	8.52737
98.7102	134	109.364	0	1951.26	14.006	0	7.80839	7.80839
99.4975	135	106.344	2.00012	2051.34	17.0088	0.0184608	6.3699	6.25231
100.285	136	97.2942	0	1919.05	9.00302	0	10.8068	10.8068
