# depth_nm	scan	16O-	18O-	Si-	WO3-	f18 = 18O-/(16O-+18O-)	O_over_W = (16O-+18O-)/WO3-	16O-_over_WO3-
78.8334	109	2566.69	23.0176	1141.97	130.518	0.00888811	19.8417	19.6653
79.6718	110	1383.36	9.00247	1132.88	84.2212	0.00646562	16.5322	16.4253
80.5103	111	741.716	10.0031	1176.97	52.0859	0.0133069	14.4323	14.2402
81.3487	112	384.476	3.00027	1078.09	35.0396	0.00774312	11.0582	10.9726
82.1872	113	265.15	5.00076	1131.88	31.0294	0.018511	8.7063	8.54513
83.0257	114	212.383	3.00027	1172.6	26.0222	0.0139299	8.27691	8.16161
83.8641	115	169.878	2.00012	1175.53	38.0441	0.0116369	4.51785	4.46528
84.7026	116	153.728	0	1268.54	19.011	0	8.08627	8.08627
85.541	117	136.593	2.00012	1277.27	28.0257	0.0144316	4.94521	4.87384
86.3795	118	137.576	1.00003	1299.59	32.0329	0.00721648	4.32605	4.29483
87.2179	119	119.449	0	1401.14	22.0148	0	5.42585	5.42585
88.0564	120	99.3003	0	1422.59	17.0088	0	5.83816	5.83816
88.8948	121	108.358	1.00003	1513.09	18.0099	0.00914459	6.07208	6.01656
89.7333	122	103.331	1.00003	1619.78	19.011	0.00958513	5.48795	5.43534
90.5717	123	71.1543	1.00003	1632.34	13.0052	0.0138596	5.54813	5.47123
91.4102	124	69.1457	0	1567.87	12.0051	0	5.75968	5.75968
92.2486	125	84.2212	2.00012	1602.74	10.0031	0.0231975	8.6195	8.41955
93.0871	126	79.1959	0	1705.33	14.006	0	5.65443	5.65443
93.9255	127	73.1631	0	1773.77	8.00244	0	9.1426	9.1426
94.764	128	66.1373	1.00003	1774	4.00049	0.0148953	16.7823	16.5323
95.6024	129	62.1176	0	1839.17	11.0037	0	5.64516	5.64516
96.4409	130	64.1253	1.00003	1860.34	10.0031	0.0153555	6.51055	6.41058
97.2793	131	63.1214	0	1832.8	6.00147	0	10.5177	10.5177
98.1178	132	56.0959	0	1875.8	11.0044	0	5.09761	5.09761
98.9562	133	59.1065	0	1844.44	4.00049	0	14.7748	14.7748
99.7947	134	51.0795	0	1861.06	4.00049	0	12.7683	12.7683
100.633	135	52.0891	1.00003	1939.14	6.0011	0.0188368	8.84656	8.67992
101.472	136	67.1374	0	1882.29	5.00076	0	13.4254	13.4254
