# depth_nm	scan	16OCs2+	18OCs2+	SiCs+	WCs+	f18 = 18OCs2+/(16OCs2++18OCs2+)	O_over_W = (16OCs2++18OCs2+)/WCs+	16OCs2+_over_WCs+
0	0	49.0873	25.0323	392.294	31.0656	0.337729	2.38591	1.58012
0.635497	1	1170.7	2.00006	1537.57	1.00002	0.00170553	1172.68	1170.68
1.27099	2	1656.16	8.00098	1649.92	0	0.00480782	0	0
1.90649	3	1334.82	3.00014	1427.65	0	0.00224255	0	0
2.54199	4	835.589	3.00014	1376.63	0	0.0035776	0	0
3.17748	5	627.979	0	1309.87	0	0	0	0
3.81298	6	485.58	2.00006	1404.73	0	0.00410201	0	0
4.44848	7	347.84	0	1396.33	0	0	0	0
5.08398	8	294.318	2.00006	1415.21	0	0.00674971	0	0
5.71947	9	237.861	2.00006	1380.73	0	0.00833841	0	0
6.35497	10	213.695	0	1479.97	0	0	0	0
6.99047	11	178.485	0	1491.43	1.00002	0	178.482	178.482
7.62596	12	140.3	1.00002	1400.68	0	0.00707725	0	0
8.26146	13	148.335	0	1477.88	0	0	0	0
8.89696	14	134.275	0	1369.21	0	0	0	0
9.53245	15	122.228	0	1493.76	0	0	0	0
10.168	16	113.195	0	1431.92	0	0	0	0
10.8034	17	111.192	0	1484.15	0	0	0	0
11.4389	18	103.162	0	1404.68	0	0	0	0
12.0744	19	104.165	1.00002	1390.12	0	0.00950898	0	0
12.7099	20	126.243	0	1434.01	0	0	0	0
13.3454	21	129.255	1.00002	1425.56	0	0.00767739	0	0
13.9809	22	112.195	0	1484.34	0	0	0	0
14.6164	23	116.206	1.00002	1408.95	0	0.00853213	0	0
15.2519	24	106.172	0	1444.51	0	0	0	0
15.8874	25	106.175	0	1483.25	0	0	0	0
16.5229	26	109.182	1.00002	1466.55	0	0.00907606	0	0
17.1584	27	107.175	0	1397.46	0	0	0	0
17.7939	28	105.169	1.00002	1423.61	0	0.00941912	0	0
18.4294	29	92.1294	0	1422.52	0	0	0	0
19.0649	30	104.165	0	1399.55	0	0	0	0
19.7004	31	96.1409	1.00002	1422.61	0	0.0102945	0	0
20.3359	32	108.178	0	1444.51	0	0	0	0
20.9714	33	105.169	0	1399.64	0	0	0	0
21.6069	34	113.195	2.00006	1379.64	0	0.0173623	0	0
22.2424	35	119.217	0	1458	0	0	0	0
22.8779	36	117.209	1.00002	1329.61	0	0.00845969	0	0
23.5134	37	99.1499	1.00002	1389.16	0	0.00998519	0	0
