# depth_nm	scan	16O-	18O-	Si-	WO3-	f18 = 18O-/(16O-+18O-)	O_over_W = (16O-+18O-)/WO3-	16O-_over_WO3-
62.1611	87	4004.35	170.888	0	5370.6	0.0409289	0.777425	0.745606
62.9569	88	3956.39	121.464	0	5304.32	0.0297862	0.768779	0.74588
63.7527	89	3825.96	67.1456	0	5218.24	0.0172473	0.746058	0.733191
64.5485	90	3911.9	67.1374	0	5249.39	0.0168727	0.758001	0.745211
65.3443	91	3951.84	42.0565	1.00003	5356.41	0.0105302	0.745629	0.737778
66.1401	92	3895.38	31.0313	0	5356.17	0.00790321	0.733063	0.727269
66.9359	93	3870.85	27.0223	0	5343.36	0.00693257	0.729479	0.724422
67.7317	94	3963.13	40.0489	0	5326.9	0.0100043	0.751503	0.743985
68.5275	95	4073.35	19.011	0	5188.44	0.00464549	0.788745	0.785081
69.3234	96	3904.74	20.0122	0	5146.67	0.00509897	0.762581	0.758693
70.1192	97	3890.36	18.0099	0	5245.72	0.00460803	0.745059	0.741626
70.915	98	3996.51	26.0222	0	5259.52	0.00646912	0.76481	0.759862
71.7108	99	4200.83	22.0148	0	5092.33	0.00521326	0.829255	0.824932
72.5066	100	4389	24.0176	0	4999.62	0.00544245	0.882669	0.877865
73.3024	101	4897.78	22.0148	5.00076	4418.48	0.00447473	1.11346	1.10848
74.0982	102	5402.88	22.0148	29.0257	3444.61	0.0040581	1.57489	1.5685
74.894	103	6083.13	28.024	81.2009	2643.25	0.00458571	2.31199	2.30138
75.6898	104	6415.81	28.024	154.766	1914.29	0.00434896	3.36618	3.35154
76.4856	105	6237.01	25.0206	353.88	1184.56	0.00399561	5.28639	5.26526
77.2814	106	5281.79	23.0162	560.687	699.367	0.00433874	7.58515	7.55224
78.0773	107	3717.69	16.0078	766.899	366.238	0.00428739	10.1947	10.151
78.8731	108	2497.94	11.0037	801.678	179.04	0.00438579	14.0133	13.9519
79.6689	109	1701.89	4.00049	856.19	100.319	0.00234511	17.0047	16.9648
80.4647	110	963.103	5.00076	905.969	47.0704	0.00516552	20.5671	20.4609
81.2605	111	565.829	3.00027	841.811	36.0452	0.00527447	15.781	15.6978
82.0563	112	373.403	2.00012	880.879	18.0099	0.00532793	20.8443	20.7332
82.8521	113	251.958	1.00003	951.557	17.0088	0.00395335	14.8722	14.8134
83.6479	114	159.816	0	1013.49	12.0047	0	13.3128	13.3128
84.4437	115	118.427	0	998.466	9.00302	0	13.1541	13.1541
85.2395	116	116.42	2.00012	1135.46	7.0015	0.0168901	16.9135	16.6278
86.0353	117	105.351	1.00003	1256.97	2.00012	0.00940313	53.1722	52.6722
86.8311	118	117.427	1.00003	1235.45	7.0015	0.00844428	16.9145	16.7717
87.627	119	92.2593	0	1198.57	8.00195	0	11.5296	11.5296
88.4228	120	74.1722	0	1336.72	1.00003	0	74.1699	74.1699
89.2186	121	84.2161	1.00003	1372.83	4.00049	0.0117352	21.3014	21.0514
90.0144	122	73.1631	1.00003	1430.69	5.00076	0.0134842	14.8304	14.6304
90.8102	123	86.2318	0	1557.24	4.00049	0	21.5553	21.5553
91.606	124	67.1415	0	1504.02	1.00003	0	67.1394	67.1394
92.4018	125	78.191	0	1559.16	1.00003	0	78.1887	78.1887
93.1976	126	68.1415	0	1600.73	3.00027	0	22.7118	22.7118
93.9934	127	81.2059	0	1595.32	2.00012	0	40.6005	40.6005
94.7892	128	57.1029	0	1620.02	4.00049	0	14.274	14.274
95.585	129	84.2161	0	1635.23	0	0	0	0
96.3808	130	47.0675	1.00003	1678.58	0	0.0208047	0	0
97.1767	131	54.0892	0	1697.21	0	0	0	0
97.9725	132	63.1214	1.00003	1675.47	2.00012	0.0155959	32.0588	31.5588
98.7683	133	65.1293	0	1659.32	1.00003	0	65.1273	65.1273
99.5641	134	73.1676	0	1720	2.00012	0	36.5816	36.5816
100.36	135	66.1333	0	1695.77	0	0	0	0
101.156	136	64.1292	1.00003	1804.49	0	0.0153545	0	0
