# depth_nm	scan	16O-	18O-	Si-	WO3-	f18 = 18O-/(16O-+18O-)	O_over_W = (16O-+18O-)/WO3-	16O-_over_WO3-
0	0	746.089	1.00003	29.0257	2.00024	0.00133857	373.499	372.999
0.77337	1	2845.54	5.00107	316.087	0	0.00175443	0	0
1.54674	2	2909.82	2.00012	1468.14	0	0.000686898	0	0
2.32011	3	1933.39	4.00049	2431.9	0	0.00206489	0	0
3.09348	4	1269.54	2.00012	2855.51	0	0.001573	0	0
3.86685	5	877.117	2.00012	2898.41	0	0.00227515	0	0
4.64022	6	577.259	1.00003	3068.62	0	0.00172938	0	0
5.41359	7	443.153	3.00027	3056.26	0	0.00672476	0	0
6.18696	8	346.705	1.00003	2998.19	0	0.00287609	0	0
6.96033	9	285.525	1.00003	3026.9	0	0.0034902	0	0
7.7337	10	224.559	0	3095.98	0	0	0	0
8.50707	11	203.33	0	3100.12	0	0	0	0
9.28044	12	182.03	0	3058.64	0	0	0	0
10.0538	13	162.806	0	3012.62	0	0	0	0
10.8272	14	137.601	0	3102.84	0	0	0	0
11.6005	15	130.526	0	3004.6	0	0	0	0
12.3739	16	127.51	1.00003	3067.1	0	0.00778171	0	0
13.1473	17	117.42	0	2939.65	0	0	0	0
13.9207	18	125.487	1.00003	3047.01	0	0.00790619	0	0
14.694	19	129.526	1.00003	3118.83	0	0.00766152	0	0
15.4674	20	119.442	0	3007.8	0	0	0	0
16.2408	21	124.472	0	2915.1	0	0	0	0
17.0141	22	132.543	0	2963.12	0	0	0	0
17.7875	23	138.593	0	2913.72	0	0	0	0
18.5609	24	125.495	1.00003	3022.45	0	0.00790571	0	0
19.3342	25	109.371	1.00003	3017.83	0	0.00906063	0	0
20.1076	26	164.836	0	2973.73	0	0	0	0
20.881	27	102.319	0	2984.07	0	0	0	0
21.6544	28	140.602	0	2941.34	0	0	0	0
22.4277	29	124.479	0	3109.81	0	0	0	0
23.2011	30	113.405	0	3114.02	0	0	0	0
23.9745	31	159.777	0	3085.72	0	0	0	0
24.7478	32	127.518	0	3039.5	0	0	0	0
25.5212	33	149.682	0	3012.22	1.00003	0	149.677	149.677
26.2946	34	193.134	0	2771.26	3.00046	0	64.3681	64.3681
27.0679	35	387.595	2.00012	2159.47	8.00195	0.00513384	48.6876	48.4376
