# depth_nm	scan	16O-	18O-	Si-	WO3-	f18 = 18O-/(16O-+18O-)	O_over_W = (16O-+18O-)/WO3-	16O-_over_WO3-
0	0	294.67	1.00003	17.0088	7.0015	0.00338226	42.2295	42.0867
0.639719	1	1586.7	5.00076	119.442	0	0.00314177	0	0
1.27944	2	1899.37	7.0015	639.91	0	0.00367269	0	0
1.91916	3	1484.51	4.00049	1271.1	0	0.00268757	0	0
2.55888	4	1055.06	3.00027	1709.54	0	0.00283563	0	0
3.19859	5	836.912	5.00076	1811.83	0	0.00593976	0	0
3.83831	6	655.325	2.00012	1867.47	0	0.00304282	0	0
4.47803	7	481.26	1.00003	1933.14	0	0.00207363	0	0
5.11775	8	417.424	3.00027	1959.73	0	0.00713631	0	0
5.75747	9	325.367	2.00012	2098.39	0	0.00610973	0	0
6.39719	10	317.126	1.00009	1963.99	0	0.00314369	0	0
7.03691	11	281.507	0	2051.54	0	0	0	0
7.67663	12	247.942	0	2057.14	0	0	0	0
8.31634	13	247.911	1.00003	2044.13	0	0.00401762	0	0
8.95606	14	232.673	0	1994.13	0	0	0	0
9.59578	15	236.745	1.00003	1902.1	0	0.00420631	0	0
10.2355	16	219.49	0	2013.98	0	0	0	0
10.8752	17	222.531	0	2048.14	0	0	0	0
11.5149	18	216.476	0	1939.4	0	0	0	0
12.1547	19	175.985	2.00012	2017.88	0	0.0112376	0	0
12.7944	20	194.193	1.00003	2047.34	0	0.00512328	0	0
13.4341	21	196.218	1.00003	2119.25	0	0.00507069	0	0
14.0738	22	187.098	0	1991.77	0	0	0	0
14.7135	23	180.007	0	2012.63	0	0	0	0
15.3533	24	185.086	0	2027.11	0	0	0	0
15.993	25	185.052	0	1962.95	0	0	0	0
16.6327	26	155.738	2.00012	1966.1	0	0.01268	0	0
17.2724	27	194.193	0	2053.35	0	0	0	0
17.9121	28	169.919	1.00003	2027.93	0	0.00585089	0	0
18.5518	29	184.052	0	2013.33	0	0	0	0
19.1916	30	138.601	0	2007.19	0	0	0	0
19.8313	31	169.919	0	2051.13	0	0	0	0
20.471	32	186.064	1.00003	2067.36	0	0.00534593	0	0
21.1107	33	194.146	0	2006.06	0	0	0	0
21.7504	34	176.996	1.00003	1991.09	0	0.00561829	0	0
22.3902	35	198.194	0	2082.68	0	0	0	0
23.0299	36	184.052	0	2010.94	0	0	0	0
23.6696	37	186.11	2.00012	2066.96	0	0.0106327	0	0
24.3093	38	179.029	0	1969.5	0	0	0	0
24.949	39	171.909	0	2042.72	0	0	0	0
25.5888	40	165.867	0	1987.08	0	0	0	0
26.2285	41	191.134	0	1696.99	1.00003	0	191.128	191.128
26.8682	42	235.687	0	1310.08	5.00076	0	47.1302	47.1302
27.5079	43	480.021	2.00024	911.2	5.00076	0.0041497	96.3896	95.9896
28.1476	44	1078.43	6.0011	761.802	34.0377	0.00553389	31.8596	31.6833
28.7873	45	2569.05	7.0015	684.426	140.644	0.00271792	18.3161	18.2663
29.4271	46	4630.02	14.0068	499.786	624.152	0.0030161	7.44054	7.41809
30.0827	47	6596.49	38.0441	296.67	1993.26	0.00573425	3.32849	3.30941
30.8748	48	7552.08	33.0333	158.776	4220.49	0.00435502	1.79721	1.78938
31.6668	49	7248.69	42.0539	71.1673	6140.35	0.00576813	1.18735	1.1805
32.4589	50	6115.74	27.0223	42.0551	6701.24	0.00439904	0.91666	0.912628
33.251	51	4979.96	20.0134	35.0374	6531.34	0.00400271	0.765535	0.762471
34.043	52	4178.56	27.0256	19.011	5766.81	0.00642612	0.729274	0.724588
34.8351	53	3492	18.0099	19.011	5011.56	0.00513102	0.700382	0.696788
35.6272	54	3060.44	20.0134	12.0051	4535.32	0.00649691	0.679215	0.674802
36.4192	55	2889.07	17.0088	10.0031	4287.23	0.00585285	0.677844	0.673876
37.2113	56	2809.9	21.0135	10.0031	4157.92	0.00742286	0.680849	0.675795
