# depth_nm	scan	16OCs2+	18OCs2+	SiCs+	WCs+	f18 = 18OCs2+/(16OCs2++18OCs2+)	O_over_W = (16OCs2++18OCs2+)/WCs+	16OCs2+_over_WCs+
0	0	37.0586	31.0326	303.053	26.0395	0.455751	2.61492	1.42317
0.580333	1	1078.56	1.00002	1461.39	0	0.000926318	0	0
1.16067	2	1646.74	3.00014	1662.57	0	0.00181855	0	0
1.741	3	1384.86	5.00038	1472.83	0	0.00359777	0	0
2.32133	4	996.046	2.00006	1342.2	0	0.00200398	0	0
2.90167	5	719.849	2.00006	1356.74	0	0.00277075	0	0
3.482	6	508.932	1.00002	1327.61	0	0.00196108	0	0
4.06233	7	449.063	2.00006	1415.17	0	0.0044341	0	0
4.64266	8	310.476	2.00006	1340.07	0	0.00640069	0	0
5.223	9	274.144	0	1340.16	1.00002	0	274.139	274.139
5.80333	10	239.883	0	1419.39	0	0	0	0
6.38366	11	198.601	2.00006	1433.97	0	0.00997036	0	0
6.964	12	187.536	0	1422.52	0	0	0	0
7.54433	13	170.448	0	1364.04	0	0	0	0
8.12466	14	174.464	0	1388.03	1.00002	0	174.461	174.461
8.705	15	153.358	0	1368.21	0	0	0	0
9.28533	16	133.271	0	1419.34	0	0	0	0
9.86566	17	127.251	0	1375.51	0	0	0	0
10.446	18	126.243	2.00006	1372.34	0	0.0155959	0	0
11.0263	19	104.165	1.00002	1454.87	0	0.00950898	0	0
11.6067	20	140.3	1.00002	1419.48	0	0.00707725	0	0
12.187	21	122.228	2.00006	1438.18	0	0.0161	0	0
12.7673	22	110.185	0	1448.69	0	0	0	0
13.3477	23	121.224	1.00002	1372.53	0	0.00818183	0	0
13.928	24	112.192	1.00002	1375.68	1.00005	0.00883469	113.187	112.187
14.5083	25	118.213	1.00002	1396.51	0	0.00838848	0	0
15.0887	26	122.228	0	1380.81	0	0	0	0
15.669	27	125.239	0	1439.33	0	0	0	0
16.2493	28	96.1409	1.00002	1436.28	1.00002	0.0102945	97.1394	96.1394
16.8297	29	110.185	0	1471.69	0	0	0	0
17.41	30	115.202	0	1406.86	0	0	0	0
17.9903	31	141.304	0	1414.17	0	0	0	0
18.5707	32	120.22	0	1420.39	0	0	0	0
19.151	33	124.235	0	1451.95	0	0	0	0
19.7313	34	114.199	0	1407.9	0	0	0	0
20.3117	35	134.275	0	1460.23	0	0	0	0
20.892	36	105.169	0	1395.29	0	0	0	0
21.4723	37	119.217	2.00006	1348.53	0	0.0164999	0	0
22.0527	38	125.239	1.00002	1339.07	0	0.0079216	0	0
22.633	39	135.279	2.00006	1453.87	0	0.0145693	0	0
23.2133	40	115.202	0	1453.87	0	0	0	0
23.7937	41	135.279	0	1399.59	0	0	0	0
24.374	42	118.213	0	1487.34	0	0	0	0
24.9543	43	136.283	0	1681.83	0	0	0	0
25.5347	44	257.005	1.00002	2011.75	0	0.00387595	0	0
26.115	45	545.516	1.00002	2575.18	3.00014	0.0018298	182.164	181.83
26.6953	46	1270.31	8.00098	3151.75	14.003	0.00625903	91.2883	90.7169
27.2757	47	2547.91	15.0034	3510.09	35.0208	0.00585405	73.1826	72.7542
27.856	48	4906.83	40.0244	3434.78	65.0646	0.00809089	76.0299	75.4147
28.4363	49	8117.61	45.0309	2597.63	90.1238	0.00551671	90.5714	90.0717
29.0167	50	11876.6	81.1052	1677.78	97.1439	0.0067827	123.092	122.257
29.597	51	14847.8	87.121	950.6	124.235	0.00583337	120.215	119.514
30.2639	52	15951.1	124.243	581.821	136.283	0.0077288	117.955	117.044
31.1274	53	15089	124.237	364.193	153.358	0.00816638	99.2005	98.3904
31.9909	54	13664.2	83.1079	216.801	173.458	0.0060454	79.2541	78.775
32.8545	55	11647.9	76.0926	113.251	192.565	0.0064903	60.8836	60.4885
33.718	56	9810.54	84.1082	66.0746	213.702	0.00850037	46.3012	45.9076
34.5815	57	8431.95	67.0706	40.0298	258.021	0.00789157	32.9392	32.6793
35.4451	58	7553.76	61.0568	31.0147	232.832	0.00801816	32.7052	32.4429
36.3086	59	6952.73	59.0532	18.006	275.169	0.008422	25.4817	25.2671
37.1722	60	6489.48	68.0731	10.0018	292.318	0.0103809	22.4329	22.2001
38.0357	61	6233.91	60.055	9.00124	282.212	0.00954168	22.3023	22.0895
38.8992	62	6188.95	66.0666	7.00075	263.053	0.0105622	23.7785	23.5274
39.7628	63	6122.75	130.267	5.00038	263.061	0.0208326	23.7702	23.275
40.6263	64	6012.97	154.363	6.00073	258.013	0.0250291	23.9032	23.3049
41.4898	65	6067.9	290.3	5.00069	259.045	0.0456575	24.5448	23.4241
42.3534	66	5710.87	494.731	3.00023	295.336	0.0797233	21.012	19.3369
43.2169	67	5798.28	706.585	4.00024	290.309	0.108624	22.4067	19.9728
44.0805	68	5388.24	816.154	3.00026	293.318	0.131544	21.1525	18.37
44.944	69	5320	970.313	2.00006	297.345	0.154255	21.1549	17.8917
45.8075	70	5373.44	997.046	1.00002	270.118	0.15651	23.584	19.8929
46.6711	71	5248.84	1026.99	4.00024	282.22	0.163642	22.2373	18.5984
47.5346	72	5211.75	1095.2	3.00014	253.99	0.17365	24.8315	20.5195
48.3982	73	4973.23	1098.27	2.00006	267.086	0.180889	22.7324	18.6204
49.2617	74	5170.56	1057.99	1.00002	300.382	0.169862	20.7355	17.2133
50.1252	75	5316.71	1066.26	2.00006	290.282	0.167047	21.9888	18.3157
