# depth_nm	scan	16O-	18O-	Si-	WO3-	f18 = 18O-/(16O-+18O-)	O_over_W = (16O-+18O-)/WO3-	16O-_over_WO3-
0	0	1001.4	1.00003	34.0373	4.00049	0.000997632	250.57	250.321
0.538328	1	1871.8	4.00049	116.42	1.00003	0.00213268	1875.74	1871.74
1.07666	2	2748.76	6.0011	541.131	0	0.00217845	0	0
1.61498	3	2526.1	4.00049	1344.41	1.00009	0.00158115	2529.87	2525.87
2.15331	4	1908.87	2.00012	1950.93	0	0.00104671	0	0
2.69164	5	1442.43	6.0011	2372.47	0	0.00414317	0	0
3.22997	6	1023.53	2.00012	2504.91	0	0.00195034	0	0
3.7683	7	750.278	2.00012	2561.19	0	0.00265875	0	0
4.30663	8	598.997	0	2653.87	0	0	0	0
4.84495	9	457.409	2.00012	2762.16	1.00003	0.00435369	459.395	457.395
5.38328	10	419.45	1.00003	2669.96	1.00003	0.00237848	420.437	419.437
5.92161	11	306.95	2.00012	2712.17	0	0.00647393	0	0
6.45994	12	293.651	4.00049	2626.48	1.00003	0.0134402	297.643	293.642
6.99827	13	228.657	0	2718.52	0	0	0	0
7.5366	14	202.28	1.00003	2658.42	0	0.00491946	0	0
8.07492	15	169.888	0	2836.95	0	0	0	0
8.61325	16	162.846	1.00003	2737.93	0	0.00610347	0	0
9.15158	17	158.767	0	2697.06	0	0	0	0
9.68991	18	149.682	0	2675.8	0	0	0	0
10.2282	19	108.371	1.00003	2737.09	0	0.00914348	0	0
10.7666	20	82.2159	1.00003	2759.16	0	0.0120173	0	0
11.3049	21	102.325	0	2654.98	0	0	0	0
11.8432	22	100.306	0	2687.36	0	0	0	0
12.3815	23	80.196	2.00012	2728.27	0	0.0243335	0	0
12.9199	24	94.2822	0	2681.44	0	0	0	0
13.4582	25	90.2536	0	2699.52	0	0	0	0
13.9965	26	78.1863	0	2603.94	0	0	0	0
14.5349	27	98.2943	0	2579.19	0	0	0	0
15.0732	28	91.2592	0	2732.37	0	0	0	0
15.6115	29	78.191	0	2647.1	0	0	0	0
16.1498	30	73.1676	0	2599.9	0	0	0	0
16.6882	31	87.2425	0	2697.88	0	0	0	0
17.2265	32	76.1815	0	2677.02	0	0	0	0
17.7648	33	72.1587	0	2712.17	0	0	0	0
18.3032	34	81.2059	0	2576.25	0	0	0	0
18.8415	35	86.2318	0	2675.46	0	0	0	0
19.3798	36	65.1333	0	2692.37	0	0	0	0
19.9181	37	84.2161	0	2687.65	0	0	0	0
20.4565	38	73.1721	0	2595.2	0	0	0	0
20.9948	39	81.2009	0	2609.42	0	0	0	0
21.5331	40	79.2056	0	2679.9	0	0	0	0
22.0715	41	94.2765	1.00003	2640.21	0	0.0104961	0	0
22.6098	42	83.221	0	2618.15	0	0	0	0
23.1481	43	72.1587	0	2642.54	0	0	0	0
23.6864	44	98.2943	0	2618.52	0	0	0	0
24.2248	45	98.3003	0	2681.7	0	0	0	0
24.7631	46	97.3002	0	2453	0	0	0	0
25.3014	47	130.518	1.00003	2540.79	0	0.00760372	0	0
25.8398	48	209.383	0	2211.12	3.00027	0	69.788	69.788
26.3781	49	358.925	2.00012	1750.39	2.00012	0.00554166	180.451	179.451
26.9164	50	673.956	2.00012	1336.79	23.0162	0.00295895	29.3687	29.2818
27.4547	51	1338.96	3.00027	1027.01	78.1863	0.00223574	17.1636	17.1252
27.9931	52	2023.61	11.0037	748.09	166.868	0.00540826	12.1929	12.127
28.5314	53	3018.42	11.0037	550.407	368.399	0.00363227	8.22323	8.19336
29.0697	54	4202.22	10.0031	390.716	883.635	0.00237477	4.76692	4.7556
29.6081	55	5545.67	24.0176	315.067	1726.07	0.0043122	3.2268	3.21289
30.2217	56	7066.66	30.0275	226.573	3154.48	0.0042312	2.24971	2.2402
31.0368	57	7912.96	30.0275	136.593	4676.52	0.00378038	1.69848	1.69206
31.852	58	7962.84	35.0374	87.2425	6590.79	0.00438084	1.21349	1.20818
32.6671	59	8025.72	27.0239	50.0764	7850.88	0.00335586	1.02571	1.02227
33.4823	60	7717.38	20.0134	20.0122	8934.31	0.00258659	0.866031	0.863791
34.2975	61	7173.13	21.0135	18.0099	9193.38	0.00292091	0.782535	0.780249
35.1126	62	6358.86	29.0257	16.0078	8871.55	0.00454387	0.720041	0.716769
35.9278	63	5478.11	22.0148	6.0011	8913.1	0.00400259	0.617083	0.614614
36.743	64	4982.42	26.0207	3.00027	8183.63	0.00519536	0.612007	0.608827
37.5581	65	4404.49	29.0257	2.00012	7541.09	0.00654689	0.587913	0.584064
38.3733	66	4005.46	12.0051	2.00012	7204.36	0.00298823	0.557644	0.555977
39.1884	67	3743.1	17.0088	3.00027	6550.15	0.00452349	0.57405	0.571453
40.0036	68	3553.17	24.0176	0	6427.94	0.0067141	0.556506	0.552769
40.8188	69	3510.89	30.0293	1.00003	6272.41	0.00848066	0.564523	0.559735
41.6339	70	3391.72	57.0994	3.00027	5928.39	0.0165562	0.581746	0.572115
42.4491	71	3063.83	69.1499	1.00003	5916.22	0.0220716	0.529557	0.517869
43.2643	72	3210.51	126.495	1.00003	5737	0.0379066	0.581664	0.559615
44.0794	73	2973.54	161.846	0	5622.09	0.0516192	0.55769	0.528902
44.8946	74	3030.86	233.716	1.00003	5515.28	0.0715914	0.591916	0.54954
45.7098	75	2973.27	227.587	1.00003	5382.9	0.0711021	0.594633	0.552353
46.5249	76	3013.62	309.027	1.00003	5295.95	0.0930063	0.627393	0.569042
47.3401	77	2929.38	334.431	0	5311.84	0.102466	0.614442	0.551482
48.1552	78	2918.13	382.499	0	5360.27	0.115887	0.615758	0.5444
48.9704	79	2836.45	360.013	0	5156.25	0.112629	0.619921	0.5501
49.7856	80	2928.2	385.547	0	5170.35	0.116348	0.640914	0.566345
50.6007	81	2865.85	398.839	0	5229.02	0.122167	0.624341	0.548067
51.4159	82	2989.16	371.264	0	5282.49	0.110481	0.636144	0.565862
52.2311	83	3016.62	395.766	0	5398.77	0.115979	0.632067	0.55876
53.0462	84	2981.34	407.089	0	5051.26	0.120141	0.670809	0.590217
53.8614	85	2869.24	352.858	1.00003	5148.53	0.109512	0.62583	0.557294
54.6765	86	2979.94	434.77	0	5060.82	0.127323	0.674735	0.588826
