# depth_nm	scan	16OCs2+	18OCs2+	SiCs+	WCs+	f18 = 18OCs2+/(16OCs2++18OCs2+)	O_over_W = (16OCs2++18OCs2+)/WCs+	16OCs2+_over_WCs+
0	0	17.0104	13.0083	187.932	21.0115	0.43334	1.42868	0.809575
0.54117	1	889.977	4.00024	1374.58	0	0.00447466	0	0
1.08234	2	1469.51	1.00002	1670.09	0	0.000680048	0	0
1.62351	3	1334.82	6.00055	1567.02	1.00002	0.00447528	1340.8	1334.8
2.16468	4	1042.41	4.00024	1361	0	0.00382284	0	0
2.70585	5	714.739	0	1252.8	0	0	0	0
3.24702	6	564.858	3.00014	1332.82	1.00005	0.00528325	567.832	564.832
3.78819	7	484.595	1.00002	1290.15	0	0.00205936	0	0
4.32936	8	378.174	2.00006	1246.45	0	0.00526091	0	0
4.87053	9	339.787	2.00006	1318.24	0	0.00585178	0	0
5.4117	10	272.127	0	1359.87	0	0	0	0
5.95287	11	272.127	0	1415.21	0	0	0	0
6.49404	12	236.854	1.00002	1353.7	0	0.00420432	0	0
7.03521	13	201.619	1.00002	1281.82	0	0.00493545	0	0
7.57638	14	195.583	0	1366.17	0	0	0	0
8.11755	15	179.491	0	1374.47	0	0	0	0
8.65872	16	175.474	1.00002	1353.66	0	0.00566663	0	0
9.19989	17	163.407	2.00006	1306.83	0	0.0120918	0	0
9.74106	18	167.427	2.00006	1365.04	0	0.0118048	0	0
10.2822	19	151.349	0	1296.35	0	0	0	0
10.8234	20	153.358	0	1357.91	0	0	0	0
11.3646	21	154.363	0	1294.23	0	0	0	0
11.9057	22	148.335	0	1351.53	0	0	0	0
12.4469	23	156.373	0	1345.32	0	0	0	0
12.9881	24	146.331	1.00002	1395.38	0	0.00678755	0	0
13.5293	25	123.231	2.00006	1322.37	0	0.0159709	0	0
14.0704	26	141.304	0	1361	0	0	0	0
14.6116	27	136.283	0	1381.9	0	0	0	0
15.1528	28	135.279	0	1367.17	0	0	0	0
15.6939	29	167.427	1.00002	1389.07	0	0.00593738	0	0
16.2351	30	128.251	0	1459.14	0	0	0	0
16.7763	31	158.387	0	1395.29	0	0	0	0
17.3174	32	115.202	1.00002	1317.16	0	0.00860581	0	0
17.8586	33	148.34	1.00002	1366.13	0	0.00669624	0	0
18.3998	34	163.407	1.00002	1346.32	0	0.00608257	0	0
18.941	35	146.326	1.00005	1278.7	0	0.00678797	0	0
19.4821	36	151.349	1.00002	1375.6	0	0.00656398	0	0
20.0233	37	158.382	1.00002	1336.95	0	0.00627432	0	0
20.5645	38	163.407	1.00002	1320.37	0	0.00608257	0	0
21.1056	39	133.275	3.00014	1351.53	0	0.0220153	0	0
21.6468	40	138.291	0	1365.13	0	0	0	0
22.188	41	126.243	1.00002	1297.47	0	0.00785911	0	0
22.7292	42	151.349	0	1347.41	0	0	0	0
23.2703	43	154.363	0	1396.33	0	0	0	0
23.8115	44	139.296	1.00002	1380.68	0	0.00712791	0	0
24.3527	45	156.373	0	1509.32	0	0	0	0
24.8938	46	240.891	0	1662.52	1.00002	0	240.887	240.887
25.435	47	360.992	1.00002	2119.33	4.00024	0.00276253	90.4925	90.2425
25.9762	48	781.264	1.00002	2616.17	6.00055	0.00127836	130.365	130.199
26.5173	49	1484.34	5.00038	3168.85	13.003	0.00335745	114.538	114.154
27.0585	50	2713.85	14.003	3279.53	38.0221	0.00513333	71.7441	71.3758
27.5997	51	4345	22.0074	3283.48	63.0606	0.00503947	69.2509	68.9019
28.1409	52	6698.27	32.0156	2805.62	69.0727	0.00475695	97.4377	96.9742
28.682	53	9373.44	24.0095	2081.09	99.1499	0.0025549	94.7803	94.5381
29.2232	54	11934.7	42.0282	1392.68	102.159	0.00350915	117.236	116.825
29.7644	55	13851.9	44.0296	827.032	137.287	0.00316852	101.218	100.897
30.4771	56	14768.4	47.0337	470.548	124.242	0.00317465	119.246	118.867
31.3222	57	14450.4	51.0413	291.514	145.322	0.00351974	99.7886	99.4374
32.1672	58	12993.2	59.0532	211.838	146.331	0.00452436	89.1972	88.7936
33.0123	59	11599.2	49.0367	141.347	162.402	0.0042098	71.7247	71.4227
33.8573	60	9985.4	42.0269	84.113	173.458	0.0041912	57.8089	57.5666
34.7024	61	8812.03	53.0445	39.0268	190.553	0.00598354	46.5229	46.2445
35.5474	62	7694.87	34.0177	29.0137	216.722	0.00440136	35.6627	35.5058
36.3925	63	6794.38	41.0257	18.006	198.601	0.00600194	34.4179	34.2113
37.2376	64	6446.41	38.0232	11.0018	231.825	0.00586377	27.9712	27.8072
38.0826	65	6133.4	62.0606	7.00075	223.762	0.0100171	27.6877	27.4103
38.9277	66	5865.62	68.0707	5.00038	235.847	0.0114719	25.1591	24.8705
39.7727	67	5774.21	104.165	4.00037	208.669	0.0177201	28.1708	27.6716
40.6178	68	5535.57	145.322	2.00006	240.898	0.0255808	23.5821	22.9789
