# depth_nm	scan	16OCs2+	18OCs2+	SiCs+	WCs+	f18 = 18OCs2+/(16OCs2++18OCs2+)	O_over_W = (16OCs2++18OCs2+)/WCs+	16OCs2+_over_WCs+
0	0	43.0805	29.0435	300.988	32.073	0.402689	2.24875	1.3432
0.753523	1	1377.6	3.00014	1645.1	0	0.00217307	0	0
1.50705	2	1484.15	4.00024	1569.12	2.00006	0.00268806	744.054	742.054
2.26057	3	1114.78	3.00014	1360.92	0	0.00268401	0	0
3.01409	4	691.24	3.00014	1359.83	0	0.00432147	0	0
3.76761	5	462.259	3.00014	1323.45	0	0.00644831	0	0
4.52114	6	348.861	3.00014	1375.55	1.00002	0.00852648	351.856	348.856
5.27466	7	327.632	2.00006	1374.55	0	0.00606755	0	0
6.02818	8	269.102	1.00002	1389.16	0	0.00370236	0	0
6.7817	9	185.524	0	1395.29	0	0	0	0
7.53523	10	190.553	1.00002	1342.2	0	0.00522057	0	0
8.28875	11	149.344	0	1365.17	0	0	0	0
9.04227	12	141.304	0	1419.34	0	0	0	0
9.79579	13	161.397	0	1416.17	0	0	0	0
10.5493	14	122.228	1.00002	1390.07	0	0.00811518	0	0
11.3028	15	141.304	1.00002	1428.75	0	0.0070273	0	0
12.0564	16	118.213	0	1422.48	0	0	0	0
12.8099	17	136.283	0	1375.55	0	0	0	0
13.5634	18	128.251	1.00002	1375.55	0	0.00773702	0	0
14.3169	19	153.358	0	1426.65	0	0	0	0
15.0705	20	130.259	1.00005	1362	0	0.0076189	0	0
15.824	21	121.224	1.00005	1473.65	0	0.00818207	0	0
16.5775	22	152.354	1.00002	1462.14	0	0.00652097	0	0
17.331	23	141.304	0	1478.06	0	0	0	0
18.0845	24	134.275	1.00002	1411.03	0	0.00739248	0	0
18.8381	25	131.263	1.00002	1422.52	0	0.00756083	0	0
19.5916	26	115.202	0	1501.04	0	0	0	0
20.3451	27	124.235	0	1380.73	0	0	0	0
21.0986	28	128.258	0	1351.65	0	0	0	0
21.8522	29	147.335	0	1345.37	0	0	0	0
22.6057	30	132.267	0	1345.32	0	0	0	0
23.3592	31	143.313	0	1391.38	0	0	0	0
24.1127	32	150.344	1.00002	1372.47	0	0.00660755	0	0
24.8662	33	162.402	0	1517.7	1.00002	0	162.399	162.399
25.6198	34	195.583	0	1762.79	0	0	0	0
26.3733	35	475.447	4.00024	2272.33	2.00006	0.00834345	239.716	237.716
27.1268	36	1585.91	7.00075	2474.37	2.00006	0.00439495	796.43	792.93
27.8803	37	5050.38	21.0067	2482.59	21.0067	0.00414221	241.417	240.417
28.6339	38	12332.9	58.053	1806.36	61.0568	0.0046851	202.942	201.991
29.3874	39	18681.3	96.1438	1080.93	109.185	0.00512018	171.979	171.098
30.1516	40	19300.8	110.191	603.007	177.48	0.00567674	109.37	108.749
30.9621	41	13414.6	74.0858	346.989	348.85	0.00549244	38.6661	38.4538
31.7727	42	8913.92	47.0337	160.412	479.535	0.00524875	18.6867	18.5887
32.5832	43	7048.09	54.0445	80.1076	595.376	0.00760962	11.9288	11.838
33.3938	44	6831.03	53.0429	28.0128	605.636	0.00770517	11.3667	11.2791
34.2043	45	6832.25	51.0413	19.0061	637.174	0.00741525	10.8028	10.7227
35.0149	46	7098.07	62.0606	10.0015	614.749	0.00866753	11.6472	11.5463
35.8254	47	6855.31	68.0707	5.00038	668.779	0.00983199	10.3523	10.2505
36.636	48	6350.1	69.077	4.00024	708.694	0.010761	9.05775	8.96028
37.4465	49	6283	55.0462	3.00023	707.716	0.00868505	8.95563	8.87785
38.2571	50	6238.9	75.086	3.00014	745.53	0.011892	8.46913	8.36841
39.0676	51	5836.3	118.217	10.0018	754.646	0.0198533	7.89047	7.73382
39.8782	52	5623.76	223.762	2.00006	806.902	0.0382661	7.24688	6.96957
40.6888	53	5314.71	369.082	1.00002	828.409	0.0649359	6.8611	6.41557
41.4993	54	5014.21	616.776	1.00005	840.745	0.109533	6.69762	5.96401
42.3099	55	4699.52	948.863	3.00014	845.902	0.167989	6.67735	5.55563
43.1204	56	4210.59	1384.03	2.00006	852.139	0.247386	6.56539	4.9412
43.931	57	3810.29	1794.69	0	851.03	0.320196	6.5861	4.47726
44.7415	58	3514.86	2212.5	3.00023	882.813	0.386303	6.48763	3.98144
45.5521	59	3169.98	2450	0	851.033	0.435944	6.60371	3.72486
46.3626	60	3056.97	2478.12	0	813.028	0.44771	6.80799	3.75998
47.1732	61	2921.47	2535.94	3.00014	842.797	0.464679	6.47536	3.4664
47.9837	62	2837.19	2639.27	1.00002	880.785	0.48193	6.21769	3.2212
48.7943	63	2796.59	2705.21	3.00023	866.486	0.491696	6.34955	3.2275
49.6048	64	2798.68	2603.01	0	873.622	0.481888	6.18309	3.20353
50.4154	65	2886.96	2681.32	2.00012	886.95	0.481535	6.27801	3.25493
51.2259	66	2709.15	2624.01	2.00006	871.595	0.492017	6.11885	3.10827
52.0365	67	2856.37	2624.84	0	869.514	0.478879	6.30377	3.28502
52.8471	68	2865.56	2591.02	0	875.595	0.474843	6.23185	3.2727
53.6576	69	2791.14	2669.3	0	868.433	0.488843	6.28769	3.214
54.4682	70	2909.63	2588.35	0	870.568	0.470782	6.31539	3.34222
55.2787	71	3039.8	2460.47	1.00005	880.867	0.447336	6.24415	3.45092
56.0893	72	3150.44	2343.38	1.00002	851.059	0.426548	6.45528	3.70179
56.8998	73	3442.56	2108.93	0	865.406	0.379885	6.4149	3.97797
57.7104	74	3804.79	1733.19	1.00002	853.112	0.312965	6.49151	4.4599
