# depth_nm	scan	16O-	18O-	Si-	WO3-	f18 = 18O-/(16O-+18O-)	O_over_W = (16O-+18O-)/WO3-	16O-_over_WO3-
0	0	550.27	3.00027	17.0088	11.0037	0.0054228	50.2804	50.0078
0.6396	1	2817.97	6.0011	221.531	0	0.00212505	0	0
1.2792	2	3539.74	11.0037	1133.02	0	0.00309898	0	0
1.9188	3	2836.45	8.00195	2303.77	0	0.00281318	0	0
2.5584	4	2114.73	4.00049	3057.61	0	0.00188816	0	0
3.198	5	1514.99	6.0011	3289.9	0	0.00394552	0	0
3.8376	6	1170.08	2.00012	3512.61	0	0.00170647	0	0
4.4772	7	960.86	3.00027	3717.82	0	0.00311277	0	0
5.1168	8	723.024	1.00003	3577.51	0	0.00138121	0	0
5.7564	9	684.17	2.00012	3623.73	0	0.00291491	0	0
6.396	10	741.716	2.00012	3012.64	0	0.00268936	0	0
7.0356	11	474.902	0	2197.37	0	0	0	0
7.6752	12	320.186	2.00012	2242.23	0	0.00620798	0	0
8.3148	13	275.317	0	2192.93	0	0	0	0
8.9544	14	251.989	1.00003	2168.78	0	0.00395286	0	0
9.594	15	259.037	0	2185.2	0	0	0	0
10.2336	16	241.805	1.00003	2161.9	0	0.00411866	0	0
10.8732	17	200.255	0	2133.63	1.00003	0	200.249	200.249
11.5128	18	184.03	0	2064.03	0	0	0	0
12.1524	19	211.383	0	2117.94	0	0	0	0
12.792	20	185.075	0	2149.74	0	0	0	0
13.4316	21	200.255	0	2073.94	0	0	0	0
14.0712	22	186.064	1.00003	2220.29	0	0.00534593	0	0
14.7108	23	192.146	0	2099.16	0	0	0	0
15.3504	24	189.099	0	2049.47	0	0	0	0
15.99	25	205.318	1.00003	1992.87	0	0.00484702	0	0
16.6296	26	163.836	1.00003	2044.33	0	0.00606681	0	0
17.2692	27	168.888	0	2212.4	0	0	0	0
17.9088	28	176.963	0	2081.95	0	0	0	0
18.5484	29	175.941	1.00003	2090.78	0	0.00565176	0	0
19.188	30	201.243	0	2016.81	0	0	0	0
19.8276	31	200.255	0	2039.91	0	0	0	0
20.4672	32	199.206	0	2028.19	0	0	0	0
21.1068	33	175.974	0	2021.52	0	0	0	0
21.7464	34	195.17	0	2214.97	0	0	0	0
22.386	35	172.93	0	2132.88	0	0	0	0
23.0256	36	189.122	0	2098.75	0	0	0	0
23.6652	37	159.816	2.00012	2127.09	0	0.0123605	0	0
24.3048	38	183.03	2.00012	2066.17	1.00003	0.0108097	185.024	183.024
