# depth_nm	scan	16O-	18O-	Si-	WO3-	f18 = 18O-/(16O-+18O-)	O_over_W = (16O-+18O-)/WO3-	16O-_over_WO3-
40.3396	63	4343.92	42.0565	42.0539	7787.02	0.00958886	0.563242	0.557841
41.1782	64	4202.02	59.1065	34.0374	7554.22	0.0138711	0.564072	0.556248
42.0168	65	4180.16	75.1722	31.0294	7315.1	0.0176654	0.581719	0.571443
42.8553	66	4080.67	147.699	30.0293	7471.36	0.0349305	0.565944	0.546175
43.6939	67	3987.68	242.85	37.0418	7126.88	0.0574041	0.593601	0.559526
44.5325	68	3903.66	364.081	28.024	6928.31	0.0853101	0.615987	0.563437
45.3711	69	3841.86	451.267	27.0223	6850.29	0.105114	0.626708	0.560832
46.2097	70	3853.24	566.688	30.0275	6627.72	0.128212	0.666885	0.581383
47.0483	71	3760.45	640.631	25.0191	6573.36	0.145562	0.669533	0.572074
47.8868	72	3649.48	662.328	31.0313	6456.27	0.153608	0.667848	0.565261
48.7254	73	3649.73	654.998	24.0176	6552.44	0.152158	0.656965	0.557003
49.564	74	3620.22	656.325	11.0037	6477.21	0.153471	0.660246	0.558917
50.4026	75	3600.75	721.887	13.0052	6470.47	0.167001	0.668056	0.556489
51.2412	76	3658.99	714.75	15.0069	6267.19	0.163419	0.697879	0.583832
52.0798	77	3756.92	728.161	14.006	6383.06	0.162352	0.702654	0.588577
52.9183	78	3671.01	675.83	18.0099	6481.32	0.155476	0.670673	0.566399
53.7569	79	3629.98	693.687	14.006	6254.03	0.16044	0.691341	0.580422
54.5955	80	3782.9	676.167	14.006	6406.48	0.151639	0.696025	0.59048
55.4341	81	3646.98	700.994	29.0257	6190.03	0.161223	0.702416	0.58917
56.2727	82	3577.6	723.024	21.0135	6475.12	0.168121	0.664177	0.552515
57.1113	83	3726.49	711.349	15.0078	6387.04	0.160292	0.694819	0.583445
57.9498	84	3769.8	633.193	11.0037	6599.53	0.14381	0.667167	0.571222
58.7884	85	3920.5	550.168	12.0044	6847.14	0.123062	0.652925	0.572575
59.627	86	3994.61	428.715	9.00302	6660.31	0.0969216	0.664132	0.599763
60.4656	87	4144.02	331.389	11.0044	6753.08	0.0740467	0.662721	0.613649
61.3042	88	4257.69	236.716	11.0037	7054.67	0.0526691	0.637083	0.603528
62.1428	89	4315.61	172.93	13.0052	7224.2	0.0385271	0.621321	0.597383
62.9813	90	4416.98	119.442	9.00247	7068.67	0.0263295	0.641764	0.624866
63.8199	91	4377.28	79.1959	8.00195	7221.23	0.017771	0.617136	0.606169
64.6585	92	4281.16	59.1101	10.0031	7435.86	0.013619	0.583694	0.575745
65.4971	93	4372.78	50.0765	13.0052	7178.84	0.0113222	0.616097	0.609121
66.3357	94	4372.44	49.0734	11.0037	7194.69	0.0110988	0.614552	0.607731
67.1743	95	4222.55	47.0704	9.00247	7096.5	0.0110245	0.601652	0.595019
68.0128	96	4250.27	54.0892	6.0011	7334.64	0.0125661	0.586854	0.57948
68.8514	97	4424.77	59.1065	6.0011	7219.28	0.013182	0.621097	0.61291
69.69	98	4322.83	48.0705	12.0044	7317.61	0.0109978	0.597313	0.590743
70.5286	99	4409.37	51.0827	8.00195	7278.17	0.0114523	0.612853	0.605835
71.3672	100	4328.74	51.0858	2.00012	7000.14	0.0116639	0.625677	0.618379
72.2058	101	4618.83	69.1542	7.0015	7378.13	0.0147514	0.635389	0.626016
73.0443	102	5320.97	65.1293	9.00247	7425.93	0.0120921	0.725311	0.71654
73.8829	103	6365.44	59.1101	18.011	6037.45	0.00920066	1.06412	1.05433
74.7215	104	7682.29	87.2371	70.15	4111.43	0.0112281	1.88974	1.86852
75.5601	105	8960.86	83.2109	233.658	2363.23	0.00920061	3.827	3.79179
76.3987	106	9475.26	87.2318	571.972	1416.28	0.00912229	6.75184	6.69024
77.2372	107	8171.09	86.2265	1076.68	721.408	0.0104424	11.4461	11.3266
78.0758	108	4904.5	46.0703	1164	401.061	0.00930607	12.3437	12.2288
78.9144	109	2536.12	21.0135	1145.61	285.549	0.00821759	8.95513	8.88154
79.753	110	1377.92	15.0069	1152.12	187.131	0.0107736	7.44357	7.36338
80.5916	111	841.6	11.0037	1118.09	145.69	0.012906	5.85218	5.77665
81.4302	112	531.628	10.0031	1174.75	164.883	0.0184684	3.28495	3.22429
82.2687	113	418.372	8.00195	1137.39	135.592	0.0187674	3.14453	3.08551
83.1073	114	293.688	6.0011	1243.68	143.681	0.0200244	2.0858	2.04403
83.9459	115	291.615	8.00195	1270.86	124.487	0.0267073	2.40682	2.34254
84.7845	116	255.021	4.00049	1323.1	141.644	0.0154446	1.82867	1.80043
85.6231	117	241.79	7.0015	1397.59	128.518	0.028142	1.93584	1.88137
86.4617	118	215.423	10.0031	1327.1	105.351	0.044374	2.13977	2.04482
87.3002	119	192.134	3.00027	1300.08	88.2642	0.0153754	2.2108	2.1768
88.1388	120	207.319	0	1462.3	95.3115	0	2.17517	2.17517
88.9774	121	197.206	2.00012	1525.46	110.411	0.0100405	1.80422	1.7861
89.816	122	163.826	6.0011	1627.45	96.2824	0.0353365	1.76385	1.70152
90.6546	123	171.92	4.00049	1685.02	92.2702	0.0227404	1.90658	1.86322
91.4932	124	163.846	0	1579.59	69.1637	0	2.36896	2.36896
92.3317	125	174.952	1.00003	1693.01	79.2056	0.00568354	2.22146	2.20883
93.1703	126	162.806	5.00076	1726.12	67.1497	0.0298007	2.499	2.42453
94.0089	127	170.899	5.00076	1758.74	75.1906	0.0284297	2.33938	2.27287
94.8475	128	155.738	3.00027	1814.18	65.1372	0.0189008	2.43698	2.39092
95.6861	129	152.719	5.00076	1862.95	66.1454	0.0317067	2.38444	2.30883
96.5247	130	138.593	4.00049	1883.78	58.1101	0.0280552	2.45385	2.38501
97.3632	131	126.487	6.0011	1828.74	71.1586	0.0452954	1.86187	1.77754
98.2018	132	131.527	4.00049	1892.5	57.1029	0.029518	2.37338	2.30332
99.0404	133	156.757	6.0011	1791.32	46.0647	0.0368713	3.53325	3.40298
99.879	134	133.543	4.00049	1929.51	57.0994	0.0290853	2.40884	2.33878
100.718	135	116.42	5.00076	1931.13	57.0994	0.0411855	2.12648	2.0389
101.556	136	119.442	1.00003	1929.13	46.0675	0.00830303	2.61446	2.59275
